정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소,참고URL주소,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청기간,정책특화요건코드,신청시작일,신청마감일,정책세부분류명,원래_정책거주지역코드
20250501005400210745,기타,청년 자격시험 등 응시료 지원,장기미취업청년,자격증 및 어학시험 등 응시료 실비 지원,일자리(교육),취업,"어학 및 자격증 시험 응시료를 연 1회, 최대 10만원까지 지원하며, 시험 개수에는 제한이 없습니다. 응시일은 2024년 12월 9일부터 2025년 11월 30일까지입니다.",경제정책국,경제정책국,특정기간,기타,        ,,예산 소진 시 까지,"온라인 신청은 울산청년정책플랫폼을 통해서만 가능하며, 방문 및 우편 제출은 불가합니다. 신청 후 서류 보완 및 적격 여부 검토를 거쳐 개별 통보 후 계좌로 입금됩니다.","신청 순서에 따라 선정되며, 적정성 검토 후 보완이 필요할 경우 별도로 요청합니다. 보완 완료 시점을 신청일로 인정합니다.",https://www.ulsan.go.kr/s/ulsanyouth/contents.ulsan?mId=008001008000000000,"주민등록표초본, 건강보험자격득실확인서, 사실증명(사업자등록사실여부), 응시확인 증빙서류, 응시료 결제 영수증, 통장사본","문의는 주소지 구·군으로 하며, 각 구·군별 연락처는 다음과 같습니다: 시(총괄) 052-229-7983, 중구 052-290-8323, 남구 052-226-3122, 동구 052-209-3533, 북구 052-241-7720, 울주군 052-204-1363",https://www.ulsan.go.kr/s/ulsanyouth/contents.ulsan?mId=008001008000000000,,Y,19.0,39.0,제한없음,무관,nan,nan,"응시일 당일 건강보험 직장가입자 또는 사업자 등록자, 타 지방정부로부터 동일 목적으로 지원받지 않은 사람. 경찰청 주관 '자동차운전면허', 해양경찰청 주관 '동력수상레저기구조정면허'는 제외되며, 울주군 청년 자기개발비 지원사업 대상자는 제외됩니다.",123,"울산광역시 중구, 울산광역시 남구, 울산광역시 동구, 울산광역시 북구, 울산광역시 울주군",제한없음,미취업자,제한없음,20250210 ~ 20251130,제한없음,2025-02-10,2025-11-30,기타,"31110,31140,31170,31200,31710"
20250428005400210728,기타,면접용 정장대여(광주 남구),장기미취업청년,2025년 광주 남구 구직청년 면접정장 대여,일자리(교육),취업,"- 지원기간: 2025년 2월 ~ 12월 (예산 소진 시 조기 마감)  
- 지원대상: 광주광역시 남구에 주소를 둔 만 19세 ~ 39세 구직청년  
- 지원내용: 면접용 정장 무료 대여  
  - 대여품목: 남자 - 자켓, 셔츠, 바지, 넥타이 / 여자 - 자켓, 블라우스, 스커트(바지)  
  - 대여기간: 3박 4일 (1인 연간 3회 이용 가능)",경제재정국,,특정기간,특정기간,20250203,2025-12-19,,대여신청(방문·이메일) → 대여승인 → 방문 대여·반납,nan,,nan,nan,,,N,19.0,39.0,제한없음,무관,nan,nan,nan,54,광주광역시 남구,제한없음,제한없음,제한없음,20250203 ~ 20251219,제한없음,2025-02-03,2025-12-19,기타,29155
20250428005400210727,보조금,자격증 취득 지원(광주 남구),장기미취업청년,2025년 광주 남구 미취업 청년 자격증 취득 지원,일자리(교육),취업,"- 신청기간: 2025. 2. 3.(월) 09:00 ~ 12. 15.(월) 24:00 (예산 소진 시 조기 종료)
- 지원대상: 광주 남구에 거주하는 미취업 청년(19세~39세)
- 지원내용: 자격증 시험 응시료 지원(1인 연 2회, 최대 20만원)
- 지원분야: 국가기술자격증(540종), 어학(16종), 한국사",경제재정국,,특정기간,특정기간,20250203,2025-12-15,,"- 방문: 남구청 일자리정책과 청년정책팀(남구 봉선로 1, 6층)
- 이메일: swim0312@korea.kr",nan,,nan,nan,,,Y,19.0,39.0,제한없음,기타,"미취업자, 사업자등록 사실이 없는 자",nan,"광주광역시 자격증 응시료 지원 대상자, 광주광역시 청년구직활동수당 지원 대상자, 국민취업지원제도 지원 대상자",53,광주광역시 남구,제한없음,미취업자,제한없음,20250203 ~ 20251215,제한없음,2025-02-03,2025-12-15,직무훈련,29155
20250424005400210721,프로그램,울산 중구 2025년 청년도전지원사업 (중기),장기미취업청년,구직단념청년 등을 발굴하고 구직의욕 고취 및 자신감 강화를 위한 맞춤형 프로그램을 제공하여 노동시장 참여 및 취업을 촉진합니다.,일자리(교육),취업,"- 사업 운영기간: 15주 이상  
- 참여수당: 1인당 150만원(50만원×3회)  
- 이수 인센티브: 이수 시 20만원  
- 취(창)업 인센티브: 이수 후 6개월 이내 취(창)업하고 3개월 근속 시 50만원",경제문화국,,특정기간,특정기간,20250401,2025-11-02,,울산중구종합사회복지관 상담 및 문의 (052-290-3161),nan,,nan,"- <중기 2기>  
  - 접수기간: ~5월 2일까지  
  - 프로그램 기간: 4월 28일~8월 7일  
- <중기 3기>  
  - 접수기간: ~7월 21일까지  
  - 프로그램 기간: 7월 21일~11월 2일",,,Y,19.0,39.0,제한없음,무관,nan,자세한 사항은 울산중구종합사회복지관으로 문의하시기 바랍니다(052-296-3161),nan,64,"울산광역시 중구, 울산광역시 남구, 울산광역시 동구, 울산광역시 북구, 울산광역시 울주군",제한없음,미취업자,제한없음,20250401 ~ 20250721,제한없음,2025-04-01,2025-07-21,기타,"31110,31140,31170,31200,31710"
20250424005400210720,보조금,강동구 미취업 청년 어학 및 자격시험 응시료 지원,"보조금,장기미취업청년",강동구 미취업 청년들에게 어학 및 자격시험 응시료를 지원하여 경제적 부담을 완화하고 취업역량 강화를 통해 구직활동을 촉진하고자 함.,일자리(교육),취업,"강동구 거주 미취업 청년 대상, 1인당 최대 10만원 응시료 실비 지원(생애 1회).",강동구,,특정기간,특정기간,20250501,2025-12-31,,공고문 확인 후 신청서 및 서류를 준비하여 이메일 접수(exam_fee@gangdong.go.kr).,nan,https://www.gangdong.go.kr/web/newportal/notice/01/53129,공고 참조,nan,,,Y,19.0,39.0,제한없음,무관,nan,nan,nan,54,서울특별시 강동구,제한없음,"미취업자, 단기근로자",제한없음,20250501 ~ 20251231,제한없음,2025-05-01,2025-12-31,기타,11740
20250424005400210719,프로그램,청년 내일(job)설계 프로그램 운영,교육지원,기업·기관에 재직 중인 청년(19~39세)에게 사회진출 초기부터 경력경로 설계를 지원합니다.,일자리(교육),재직자,"전문가와의 1:1 상담(1인당 2회, 회당 2시간)을 통해 경력경로 설계를 지원합니다.  
1회: CPA 검사 및 job 테라피를 통해 직무적성, 성향, 경력경로 탐색 및 설계, 직무 관련 솔루션 제공  
2회: 퍼스널컬러 진단, 이미지 브랜딩, 체형 및 얼굴형 분석, 이미지 스타일링 및 자세 코칭",관리담당관,,상시,특정기간,20250101,2025-12-31,,팩스(062-613-7999) 또는 전자우편(melong1115@korea.kr)으로 신청,nan,,"신청서 및 동의서 1부, 재직증명서 및 신분증 사본 1부",nan,https://youth.gwangju.go.kr/,,N,19.0,39.0,제한없음,무관,nan,기업·기관에 재직 중인 청년(19세 ~ 39세),nan,932,"광주광역시 동구, 광주광역시 서구, 광주광역시 남구, 광주광역시 북구, 광주광역시 광산구",제한없음,재직자,제한없음,,제한없음,,,기타,"29110,29140,29155,29170,29200"
20250423005400210717,프로그램,청년 면접정장 무료대여 '꿈이룸옷장',장기미취업청년,청년 구직자의 취업 준비 장기화로 인한 경제적 부담을 줄이고 구직활동을 촉진하여 취업 성공을 지원합니다.,일자리(교육),취업,"- 지원대상: 대구 소재 대학의 재(휴)학생 또는 대구에 주소를 둔 34세 미만 청년으로 면접 전형을 앞둔 자(달서구 거주자는 39세까지 가능)
- 대여물품: 면접용 남녀 정장(셔츠, 블라우스, 구두, 벨트 포함)
- 대여비용: 무료(세탁비 7천원 본인 부담)
- 대여기간: 2박 3일(주말 미포함)
- 이용방법: 온라인 사전예약 후 방문 대여 및 반납",기획경제국,산학협력단,특정기간,특정기간,20250325,2025-12-31,,"1. 온라인 사전예약(면접일 6일 전부터 신청 가능)
   - 신청주소: https://forms.gle/o5ZueM4y9cXhbsBm6 
2. 예약 확정 후 꿈이룸옷장 방문(지하철 2호선 계명대역 지하 2층)
3. 면접 후 방문 반납(주말 및 공휴일 불가)",nan,https://forms.gle/o5ZueM4y9cXhbsBm6,"- 신청 시: 면접증빙서류(이메일, 사이트캡처, 문자 등)
- 대여 시: 면접증빙서류, 신분증, 주민등록등본/학생증 지참",nan,https://www.dalseo.daegu.kr/index.do?menu_id=00004787,https://www.kmcu.ac.kr/job/?pCode=MN1000019&mode=view&idx=284122,N,18.0,33.0,제한없음,무관,nan,nan,nan,118,"대구광역시 중구, 대구광역시 동구, 대구광역시 서구, 대구광역시 남구, 대구광역시 북구, 대구광역시 수성구, 대구광역시 달서구, 대구광역시 달성군, 대구광역시 군위군",제한없음,미취업자,제한없음,20250326 ~ 20251231,제한없음,2025-03-26,2025-12-31,기타,"27110,27140,27170,27200,27230,27260,27290,27710,27720"
20250416005400210710,프로그램,2025년 달서청년 자격증 응시료 지원사업,장기미취업청년,청년 구직자들에게 어학 및 자격시험 응시료를 지원하여 경제적 부담을 완화하고 취업 능력 개발을 촉진하는 정책입니다.,일자리(교육),취업,"2025 달서청년 자격증 응시료 지원사업으로, 달서구에 1년 이상 거주한 18~39세 미취업 청년에게 어학 및 자격시험 응시료를 실비 지원합니다. 1인당 연 1회 1종, 최대 10만원까지 지원하며, 자동차 운전면허는 제외됩니다.",기획경제국,,특정기간,특정기간,20250115,2025-11-30,,"시험 응시 후 달서구 홈페이지에서 온라인 신청하고, 이메일로 증빙서류를 제출합니다. (홈페이지: 통합예약 > 일자리/생활 > 달서청년 자격증 응시료 지원, 이메일: dalseojob@korea.kr)","대상자는 신청 익월 15일까지 개별 통보되며, 응시료는 신청 익월 20일까지 계좌이체로 지급됩니다.",https://www.dalseo.daegu.kr/index.do?menu_id=00004358,"- 응시료 지원 신청서  
- 행정정보 공동이용 사전동의서  
- 응시사실 확인증빙(응시확인서 또는 성적표)  
- 응시료 결제 영수증  
- 통장 사본(신청자 본인 명의)  
- 근로계약서(선택사항)","신청이 많을 경우 조기 마감될 수 있으며, 신청 순서대로 지원합니다. 정부 및 타 지자체의 동일·유사사업에 참여 중인 경우 신청이 불가합니다. 허위 신청 시 선정 취소 및 지원 환수 조치가 이루어집니다.",https://www.dalseo.daegu.kr/index.do?menu_id=00004358,,N,18.0,39.0,제한없음,무관,nan,nan,"- 신청일 기준 취업자 및 사업자등록 사실이 있는 자  
- 신청일 기준 달서구에 주민등록이 된 기간이 1년에 되지 않는 자  
- 정부 및 타 지자체 동일·유사사업에 참여 중이거나 참여한 자",475,대구광역시 달서구,제한없음,"미취업자, 일용근로자, 단기근로자",제한없음,20250115 ~ 20251130,제한없음,2025-01-15,2025-11-30,기타,27290
20250410005400210700,기타,AI 면접체험실 운영,장기미취업청년,AI 면접 체험을 통해 면접 불안감 해소 및 역량 강화를 지원합니다.,일자리(교육),취업,AI 면접 체험 프로그램 제공,의왕시,,상시,특정기간,20250101,2025-12-31,,nan,nan,,nan,문의: 의왕시청 기업일자리과 일자리청년팀(☎031-345-2712),https://youth.gg.go.kr/gg/index.do,,N,19.0,39.0,제한없음,무관,nan,nan,nan,184,경기도 의왕시,제한없음,제한없음,제한없음,,제한없음,,,취업지원,41430
20250407005400210696,대출보증,경기청년 기회사다리금융,"금리혜택,대출","청년들에게 최소한의 금융기회를 제공하여 경제적 자립과 안정적 금융생활을 지원합니다. 대상은 도내 주민등록을 둔 25 ~ 39세 청년이며, 소액·저리·장기 대출 및 수시입출식 특별예금을 지원합니다. 민원접수 및 요건심사 후 은행에서 대출심사 및 실행이 이루어집니다.",기타,취약계층 및 금융지원,"대출한도는 최초 300만원이며, 1년 후 신용점수 유지 또는 상승 시 500만원으로 증액됩니다. 하나의 계좌로 저금리 대출과 우대금리 저축을 이용할 수 있습니다.",경기도,하나은행,특정기간,기타,        ,,한도 소진시까지 ,경기민원24에서 신청 접수 후 하나은행 앱을 통해 2차 서류심사를 진행합니다.,nan,https://gg24.gg.go.kr/svcreqst/selectSvcReqst.do?svc_seq=854,nan,nan,,,N,25.0,39.0,제한없음,무관,nan,nan,대출 심사일 기준 기대출잔액이 5천만원 이상인 경우 신청이 제한됩니다.,315,경기도,제한없음,제한없음,제한없음,20250421 ~ 20251231,제한없음,2025-04-21,2025-12-31,기타,"41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830"
20250403005400110686,프로그램,해외조달 전문인력 양성,"교육지원,중소기업,해외진출",청년(학생 및 조달기업 재직자)을 대상으로 해외조달시장에 대한 이론 및 실무 교육을 실시하고 채용과 연계합니다.,일자리(교육),취업,"해외조달시장에 대한 전문적인 실무 및 실습 프로그램을 개발하여 청년 전문인력으로 양성하고, 수료생들을 전문인력 풀로 활용하여 후속 취업교육을 통해 채용 기회를 확대합니다.",조달청,,상시,특정기간,20250301,2025-11-30,,nan,nan,,nan,nan,https://www.pps.go.kr/kor/bbs/view.do?bbsSn=2407150010&key=00634,,N,19.0,34.0,제한없음,무관,nan,대학(원)생 및 취업준비생,nan,307,"서울특별시 종로구, 서울특별시 중구, 서울특별시 용산구, 서울특별시 성동구, 서울특별시 광진구, 서울특별시 동대문구, 서울특별시 중랑구, 서울특별시 성북구, 서울특별시 강북구, 서울특별시 도봉구, 서울특별시 노원구, 서울특별시 은평구, 서울특별시 서대문구, 서울특별시 마포구, 서울특별시 양천구, 서울특별시 강서구, 서울특별시 구로구, 서울특별시 금천구, 서울특별시 영등포구, 서울특별시 동작구, 서울특별시 관악구, 서울특별시 서초구, 서울특별시 강남구, 서울특별시 송파구, 서울특별시 강동구, 부산광역시 중구, 부산광역시 서구, 부산광역시 동구, 부산광역시 영도구, 부산광역시 부산진구, 부산광역시 동래구, 부산광역시 남구, 부산광역시 북구, 부산광역시 해운대구, 부산광역시 사하구, 부산광역시 금정구, 부산광역시 강서구, 부산광역시 연제구, 부산광역시 수영구, 부산광역시 사상구, 부산광역시 기장군, 대구광역시 중구, 대구광역시 동구, 대구광역시 서구, 대구광역시 남구, 대구광역시 북구, 대구광역시 수성구, 대구광역시 달서구, 대구광역시 달성군, 대구광역시 군위군, 인천광역시 중구, 인천광역시 동구, 인천광역시 미추홀구, 인천광역시 연수구, 인천광역시 남동구, 인천광역시 부평구, 인천광역시 계양구, 인천광역시 서구, 인천광역시 강화군, 인천광역시 옹진군, 광주광역시 동구, 광주광역시 서구, 광주광역시 남구, 광주광역시 북구, 광주광역시 광산구, 대전광역시 동구, 대전광역시 중구, 대전광역시 서구, 대전광역시 유성구, 대전광역시 대덕구, 울산광역시 중구, 울산광역시 남구, 울산광역시 동구, 울산광역시 북구, 울산광역시 울주군, 세종특별자치시, 경기도 수원시 장안구, 경기도 수원시 권선구, 경기도 수원시 팔달구, 경기도 수원시 영통구, 경기도 성남시 수정구, 경기도 성남시 중원구, 경기도 성남시 분당구, 경기도 의정부시, 경기도 안양시 만안구, 경기도 안양시 동안구, 경기도 부천시 원미구 , 경기도 부천시 소사구 , 경기도 부천시 오정구 , 경기도 광명시, 경기도 평택시, 경기도 동두천시, 경기도 안산시 상록구, 경기도 안산시 단원구, 경기도 고양시 덕양구, 경기도 고양시 일산동구, 경기도 고양시 일산서구, 경기도 과천시, 경기도 구리시, 경기도 남양주시, 경기도 오산시, 경기도 시흥시, 경기도 군포시, 경기도 의왕시, 경기도 하남시, 경기도 용인시 처인구, 경기도 용인시 기흥구, 경기도 용인시 수지구, 경기도 파주시, 경기도 이천시, 경기도 안성시, 경기도 김포시, 경기도 화성시, 경기도 광주시, 경기도 양주시, 경기도 포천시, 경기도 여주시, 경기도 연천군, 경기도 가평군, 경기도 양평군, 충청북도 청주시 상당구, 충청북도 청주시 서원구, 충청북도 청주시 흥덕구, 충청북도 청주시 청원구, 충청북도 충주시, 충청북도 제천시, 충청북도 보은군, 충청북도 옥천군, 충청북도 영동군, 충청북도 증평군, 충청북도 진천군, 충청북도 괴산군, 충청북도 음성군, 충청북도 단양군, 충청남도 천안시 동남구, 충청남도 천안시 서북구, 충청남도 공주시, 충청남도 보령시, 충청남도 아산시, 충청남도 서산시, 충청남도 논산시, 충청남도 계룡시, 충청남도 당진시, 충청남도 금산군, 충청남도 부여군, 충청남도 서천군, 충청남도 청양군, 충청남도 홍성군, 충청남도 예산군, 충청남도 태안군, 전라남도 목포시, 전라남도 여수시, 전라남도 순천시, 전라남도 나주시, 전라남도 광양시, 전라남도 담양군, 전라남도 곡성군, 전라남도 구례군, 전라남도 고흥군, 전라남도 보성군, 전라남도 화순군, 전라남도 장흥군, 전라남도 강진군, 전라남도 해남군, 전라남도 영암군, 전라남도 무안군, 전라남도 함평군, 전라남도 영광군, 전라남도 장성군, 전라남도 완도군, 전라남도 진도군, 전라남도 신안군, 경상북도 포항시 남구, 경상북도 포항시 북구, 경상북도 경주시, 경상북도 김천시, 경상북도 안동시, 경상북도 구미시, 경상북도 영주시, 경상북도 영천시, 경상북도 상주시, 경상북도 문경시, 경상북도 경산시, 경상북도 의성군, 경상북도 청송군, 경상북도 영양군, 경상북도 영덕군, 경상북도 청도군, 경상북도 고령군, 경상북도 성주군, 경상북도 칠곡군, 경상북도 예천군, 경상북도 봉화군, 경상북도 울진군, 경상북도 울릉군, 경상남도 창원시 의창구, 경상남도 창원시 성산구, 경상남도 창원시 마산합포구, 경상남도 창원시 마산회원구, 경상남도 창원시 진해구, 경상남도 진주시, 경상남도 통영시, 경상남도 사천시, 경상남도 김해시, 경상남도 밀양시, 경상남도 거제시, 경상남도 양산시, 경상남도 의령군, 경상남도 함안군, 경상남도 창녕군, 경상남도 고성군, 경상남도 남해군, 경상남도 하동군, 경상남도 산청군, 경상남도 함양군, 경상남도 거창군, 경상남도 합천군, 제주특별자치도 제주시, 제주특별자치도 서귀포시, 강원특별자치도 춘천시, 강원특별자치도 원주시, 강원특별자치도 강릉시, 강원특별자치도 동해시, 강원특별자치도 태백시, 강원특별자치도 속초시, 강원특별자치도 삼척시, 강원특별자치도 홍천군, 강원특별자치도 횡성군, 강원특별자치도 영월군, 강원특별자치도 평창군, 강원특별자치도 정선군, 강원특별자치도 철원군, 강원특별자치도 화천군, 강원특별자치도 양구군, 강원특별자치도 인제군, 강원특별자치도 고성군, 강원특별자치도 양양군, 전북특별자치도 전주시 완산구, 전북특별자치도 전주시 덕진구, 전북특별자치도 군산시, 전북특별자치도 익산시, 전북특별자치도 정읍시, 전북특별자치도 남원시, 전북특별자치도 김제시, 전북특별자치도 완주군, 전북특별자치도 진안군, 전북특별자치도 무주군, 전북특별자치도 장수군, 전북특별자치도 임실군, 전북특별자치도 순창군, 전북특별자치도 고창군, 전북특별자치도 부안군",제한없음,제한없음,제한없음,,중소기업,,,직무훈련,"11110,11140,11170,11200,11215,11230,11260,11290,11305,11320,11350,11380,11410,11440,11470,11500,11530,11545,11560,11590,11620,11650,11680,11710,11740,26110,26140,26170,26200,26230,26260,26290,26320,26350,26380,26410,26440,26470,26500,26530,26710,27110,27140,27170,27200,27230,27260,27290,27710,27720,28110,28140,28177,28185,28200,28237,28245,28260,28710,28720,29110,29140,29155,29170,29200,30110,30140,30170,30200,30230,31110,31140,31170,31200,31710,36110,41111,41113,41115,41117,41131,41133,41135,41150,41171,41173,41192,41194,41196,41210,41220,41250,41271,41273,41281,41285,41287,41290,41310,41360,41370,41390,41410,41430,41450,41461,41463,41465,41480,41500,41550,41570,41590,41610,41630,41650,41670,41800,41820,41830,43111,43112,43113,43114,43130,43150,43720,43730,43740,43745,43750,43760,43770,43800,44131,44133,44150,44180,44200,44210,44230,44250,44270,44710,44760,44770,44790,44800,44810,44825,46110,46130,46150,46170,46230,46710,46720,46730,46770,46780,46790,46800,46810,46820,46830,46840,46860,46870,46880,46890,46900,46910,47111,47113,47130,47150,47170,47190,47210,47230,47250,47280,47290,47730,47750,47760,47770,47820,47830,47840,47850,47900,47920,47930,47940,48121,48123,48125,48127,48129,48170,48220,48240,48250,48270,48310,48330,48720,48730,48740,48820,48840,48850,48860,48870,48880,48890,50110,50130,51110,51130,51150,51170,51190,51210,51230,51720,51730,51750,51760,51770,51780,51790,51800,51810,51820,51830,52111,52113,52130,52140,52180,52190,52210,52710,52720,52730,52740,52750,52770,52790,52800"
20250402005400210684,기타,청년 재능자판기 운영,장기미취업청년,관내 청년공예가의 공예품 판매 지원 및 커뮤니티 활성화,기타,취업,공예품 판매대 설치 및 운영,의왕시,의왕시,상시,특정기간,20250101,2025-12-31,,nan,nan,,nan,문의: 의왕시청 기업일자리과 일자리청년팀(031-345-2712),,,N,19.0,39.0,제한없음,무관,nan,nan,nan,11,경기도 의왕시,제한없음,제한없음,제한없음,,제한없음,,,기타,41430
20250402005400210683,기타,청년공간 운영사업,교육지원,"청년들의 취업 및 다양한 활동을 지원하고, 힐링과 소통의 역할을 수행할 수 있는 청년 전용 공간 운영",기타,문화활동,"청년 휴식공간 제공, 취업 역량강화 프로그램 운영, 청년 심리검사 및 상담, 강의실 대관 및 스터디룸 예약제 운영",의왕시,의왕시,상시,특정기간,20250102,2025-12-31,,nan,nan,https://www.uiwang.go.kr/UWKORWEL1601,nan,문의: 의왕시청 기업일자리과 일자리청년팀(☎031-345-2712),,,N,19.0,39.0,제한없음,무관,nan,nan,nan,68,경기도 의왕시,제한없음,제한없음,제한없음,,제한없음,,,기타,41430
20250401005400210681,기타,의왕시 청년옷장(면접정장 무료대여서비스),장기미취업청년,의왕시 거주 청년(19세~39세)을 위한 면접용 정장 무료 대여 서비스,일자리(교육),취업,"면접용 정장 무료 대여 (남자: 자켓, 바지, 셔츠, 구두, 벨트, 넥타이 / 여자: 자켓, 스커트, 블라우스, 구두)  
대여기간: 3박 4일, 연간 10회 가능  
연장 시 대여비용의 20% 부담, 연체 시 1일당 30% 추가 부담  
정장 분실 및 훼손 시 대여자가 비용 부담",의왕시,,상시,특정기간,20250101,2025-12-31,,"온라인 접수만 가능 (잡아바어플라이 | 통합접수시스템)  
신청 후 쿠폰 발행 (문자 발송)  
업체 예약: 야베스 컬렉션(전화 및 문자 예약), 무토벨라(네이버 예약)",nan,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=4018,"신분증(의왕시 주소 필수), 면접증빙서류(면접일시, 성명 명시 필수)  
신분증에 의왕시 주소가 없을 경우 주소 확인 서류 제출 필수",nan,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=4018,https://apply.jobaba.net/bsns/bsnsDetailView.do?bsnsSeq=4018,Y,19.0,39.0,제한없음,무관,nan,nan,nan,12,경기도 의왕시,제한없음,제한없음,제한없음,,제한없음,,,기타,41430
20250401005400210680,공공기관,청년제대군인 진로탐색비 지원,장기미취업청년,근로 의사가 있으나 취업이나 창업을 하지 못한 부상 제대군인 또는 중장기 복무 제대군인에게 진로탐색비를 지원하여 사회 복귀와 예우를 증진합니다.,일자리(교육),취약계층 및 금융지원,"1회 100만원을 지원합니다. 대상은 2024년 이후 전역한 18세~39세 이하 청년 부상 제대군인 또는 청년 중장기 복무 제대군인으로, 신청일 기준 6개월 이상 대전에 주민등록 및 거주하며 적극적 구직활동을 해야 합니다.",대전광역시,복지국,상시,특정기간,20240101,2025-12-31,,신청서와 구비서류를 방문 또는 우편으로 제출합니다.,자격 심사 후 적격자에게 신청일로부터 2주 이내에 본인 계좌로 입금합니다.,,"1. 신청서  
2. 신분증 사본  
3. 주민등록초본(주소변동 모두)  
4. 병적증명서  
5. 고용보험 자격이력 내역서  
6. 사업자등록 사실증명  
7. 적극적 구직활동 인정서류  
8. 본인 명의 통장 사본  
9. 국가보훈대상자증 사본(청년 부상 제대군인인 경우) 또는 제대군인 확인서(청년 중장기 복무 제대군인인 경우)  
* 서류 발급 기준일: 신청월",대전광역시 홈페이지에서 신청서와 안내문을 확인할 수 있습니다. (https://www.daejeon.go.kr),https://www.daejeon.go.kr,,N,18.0,39.0,제한없음,무관,nan,"청년 부상 제대군인(전상군경, 공상군경, 재해부상군경) 또는 청년 중장기 복무 제대군인(5년 이상 19년 6개월 미만 복무 제대)으로, 2024년 1월 1일 이후 전역자입니다.",nan,310,"대전광역시 동구, 대전광역시 중구, 대전광역시 서구, 대전광역시 유성구, 대전광역시 대덕구",제한없음,미취업자,제한없음,,군인,,,기타,"30110,30140,30170,30200,30230"
20250331005400210676,기타,2025 구직청년 자격증 취득지원,교육지원,미취업 청년들의 경제적 부담을 줄이고 능력 개발을 지원하기 위해 구직활동에 필요한 자격시험 응시료를 지원합니다.,일자리(교육),취업,"어학 및 능력시험, 국가기술자격증, 국가공인자격증, 국가전문자격증 중 1회 시험 응시료를 최대 10만원까지 지원합니다.",청년정책과,,상시,기타,        ,,"매월 1일 300명 선착순, 예산소진시 까지",광주청년통합플랫폼을 통해 온라인으로 신청합니다.,nan,https://youth.gwangju.go.kr,"1. 주민등록표초본(신청월 발급본, 주민등록번호 뒷자리 가리고 제출)  
2. 건강보험자격득실확인서(신청일 발급본, 주민등록번호 뒷자리 가리고 제출)  
3. 응시 사실 확인 증빙자료(응시확인서, 성적표 등 택 1)  
4. 응시료 결제 영수증(신청자 본인이 부담한 비용, 결제금액 표기)  
5. 통장사본(응시자 본인 명의)",nan,,,N,19.0,39.0,제한없음,무관,nan,"- 주민등록: 시험 응시일부터 신청일까지 광주광역시에 거주 중인 자  
- 연령: 19세 ~ 39세(1985년 1월 2일 ~ 2006년 1월 1일 출생자)  
- 기타: 시험 응시일 기준 미취업자",nan,345,"광주광역시 동구, 광주광역시 서구, 광주광역시 남구, 광주광역시 북구, 광주광역시 광산구",제한없음,미취업자,제한없음,,제한없음,,,기타,"29110,29140,29155,29170,29200"
20250331005400210675,기타,청년창업 특례보증,대출,청년 창업기업에 대한 특례보증과 이자지원을 통해 자금력 문제를 완화하고 창업을 활성화합니다.,일자리(교육),창업,"- 업체당 최대 5천만 원 지원  
- 상환방법: 1년 일시상환(최대 5년 연장 가능) 또는 5년 분할상환(1년 거치, 4년 원금균등분할)  
- 이자지원: 3% (1년간)  
- 보증비율: 100%  
- 보증료율: 연 0.5%  
- 대출금리: 은행별 변동금리 (광주은행, 신한은행, 우리은행, NH농협은행, KB국민은행, IBK기업은행, KEB하나은행)  
- 자금 소진 시 신청 종료",창업진흥과,,특정기간,기타,        ,,예산 소진 시 마감,"- 기업이 광주신용보증재단에 신청 및 접수  
- 재단 홈페이지에서 상담 예약 후 방문 접수  
- 재단 영업점: 광산지점, 동구지점, 서구지점, 남구지점, 북구지점, 송정지점","- 광주신용보증재단의 보증심사 결과에 따라 지원액 결정  
- 보증지원 결정 통보기관: 광주신용보증재단",https://www.gjsinbo.or.kr,"- 신분증, 사업자등록증, 사업장 임대차계약서, 거주지 임대차계약서(임차 시)  
- 법인 사업자 추가서류: 법인등기부등본, 정관, 주주명부, 법인인감증명서/법인인감도장  
- 구비서류 세부내역 및 추가서류는 신용보증재단 문의",nan,,,N,19.0,39.0,제한없음,무관,nan,"광주광역시 소재 청년 창업기업 (만 39세 이하, 업력 7년 이내인 소기업·소상공인)  
""2025년 광주광역시 소상공인 특례보증 지원사업"" 대상 업체 제외",nan,389,"광주광역시 동구, 광주광역시 서구, 광주광역시 남구, 광주광역시 북구, 광주광역시 광산구",제한없음,"자영업자, (예비)창업자",제한없음,20250312 ~ 20251231,제한없음,2025-03-12,2025-12-31,창업,"29110,29140,29155,29170,29200"
