정책번호,정책제공방법코드,정책명,정책키워드명,정책설명내용,정책대분류명,정책중분류명,정책지원내용,주관기관코드명,운영기관코드명,신청기간구분코드,사업기간구분코드,사업기간시작일자,사업기간종료일자,사업기간기타내용,정책신청방법내용,심사방법내용,신청URL주소,제출서류내용,기타사항내용,참고URL주소1,참고URL주소2,지원도착순서여부,지원대상최소연령,지원대상최대연령,결혼상태코드,소득조건구분코드,소득기타내용,추가신청자격조건내용,참여제안대상내용,조회수,정책거주지역코드,정책전공요건코드,정책취업요건코드,정책학력요건코드,신청시작일자,신청종료일자,정책특화요건코드
20240605005400200007,프로그램,김해시 민간참여형 청년주택 입주자 및 예비입주자 모집,"입주자,민간참여형,김해시",청년계층 1인 가구의 주거난 해소와 주거비 절감을 위해 운영하는 민간참여형 청년주택,주거,"주택 및 거주지,전월세 및 주거급여 지원","※ 거북이집이란?
경남 청년들에게도 거북이처럼 1인 1주택을 만들어 주겠다는 의지로 아직은 느릿느릿 앞으로 가고 있지만 언젠가는 토끼를 넘어설 거라는 희망을 주는 집

□ 공급현황
○ 공급규모 : 1호 [※ 103호]
- 위치 : 경상남도 김해시 삼안로 196번길 12-18(삼방동)
○ 거주기간 : 계약일로부터 최소 2년(2027년 3월까지 반값 임대)
○ 임대료 : 공고문 참고
※ 관리비(최초 입주 1인당 2만원) 및 수도(입주인원 1/인원수)·전기·가스요금 등 공과금 입주자 부담

□ 모집인원 : 우선 입주자 : 1명, 예비 입주자 : 00명
○ 향후 공가(계약 포기자 및 해약세대 발생 등)가 발생할 것에 대비하여 예비입주자를 모집하며, 공가세대 발생 시 현재 입주세대 신청순위 우선으로 협의 함
○ 예비입주자로 선정되었다 하더라도 거주중인 임차인의 퇴거 등 상황에 따라  입주까지는 상당기간이 소요될 수 있음",김해시청 공동주택과 저소득주거지원팀,주관기관과 동일,마감,,,,-,"□  신청방법 : 제출서류 구비하여 방문 신청
- 김해시 김해대로 2401, 김해시청 행복민원청사 5층(공동주택과) 
- 입주자 및 예비입주자 상시 모집, 접수","□ 입주자 선정
○ 선정방법 : 서류심사 → 선착순 접수에 따른 우선배정
- (1차) 제출서류(나이 및 소득) 평가
- (2차) 선착순 접수에 따른 우선배정
○ 입주조건 : 전입신고 및 거북이집 공동생활규칙(붙임 3) 준수 
○ 입주일 : 계약일 이후 1개월 이내",,공고문 참고,공고문 참고,https://www.gimhae.go.kr/03360/00023/00029.web?amode=view&not_ancmt_mgt_no=91300&cpage=4&section=01,,N,19,39,,,,공고문 참고,공고문 참고,8,경상남도 김해시,제한없음,제한없음,제한없음,,,제한없음
20240603005400100007,현금지급,보호종료아동 자립수당,"보호종료아동,자립수당,가정위탁","아동복지시설, 가정위탁 보호종료아동에게 매월 50만원의 자립수당을 지급하여 보호종료 후 경제적 부담을 완화하고 안정적인 사회 정착 및 복지 향상 지원",주거,주택 및 거주지,○ 아동복지시설 및 가정위탁 보호종료아동 자립수당 지급(1인당 매월 50만원),보건복지부 아동권리과,읍면동 주민센터,마감,,,,,"○ 방문 신청
- 주민센터 : 관할 주민센터 문의 및 방문 신청",관할 시군구청에서 조사 및 가격을 심사,,"1. 보호종료아동 자립수당 지급 신청서 1부.
2. 신분증 및 통장사본 1부.
3. 사이버 강의 이수증 1부.(서민금융진흥원 금융교육포털에서 ""보호종료아동 자립교육"" 강의 이수 후 이수증 출력)",문의처:보건복지상담센터 (129),https://www.gov.kr/portal/rcvfvrSvc/dtlEx/391000000113,https://www.bokjiro.go.kr/ssis-tbu/twataa/wlfareInfo/moveTWAT52011M.do?wlfareInfoId=WLF00001175,N,,,,,,"아동복지시설, 가정위탁의 보호종료 5년 이내 아동만 참여가능",,9,전국,제한없음,제한없음,제한없음,,,기초생활수급자
20240603005400100006,보험,(건강보험) 임의계속가입제도,"임의계속가입자,지역보험료,보험료",실업자에 대한 경제적 부담을 완화하고자 임의계속가입자 보험료가 지역보험료 보다 적은 경우 임의계속보험료로 납부할 수 있도록 하는 제도,주거,주택 및 거주지,"- 임의계속가입자 보험료 = [보수월액보험료가 산정된 최근 12개월간의 보수월액을 평균한 금액×연도별 직장가입자 보험료율×50퍼센트(경감)]+소득월액보험료
- 36개월 동안은 지역보험료 대신 임의계속가입자 보험료 납부
- 직장가입자와 동일하게 피부양자 등재 가능",보건복지부,국민건강보험공단,마감,,,,,"- 가까운 건강보험공단 지사에 방문하여 임의계속가입 신청
- 부득이한 사유로 방문이 곤란할 경우 FAX, 우편, 유선 등으로 신청 (신청서 양식은 참고사이트1 참조)",,,,"거주지 근처 지사찾기:
https://www.nhis.or.kr/nhis/about/retrieveBranchList.do",https://www.nhis.or.kr/nhis/policy/wbhada05100m01.do,https://www.nhis.or.kr/nhis/index.do,N,,,,,,"- 국민건강보험법 제110조 제1항에 의거 임의계속가입 자격은 지역가입자가 된 후 최초로 고지받은 지역보험료 납부기한에서 2개월이 지나기 이전까지 신청하여야 하고, 
제2항에 의거 임의계속을 신청한 자가 최초로 고지한 임의계속 보험료를 그 납부기한부터 2개월이 지난 날까지 납부하지 않을 경우 임의계속 가입자 자격이 상실되며 지역가입자로 변동
- 임의계속 세대의 소득 및 재산변동 등으로 임의계속가입자로서의 자격을 더 이상 유지하지 않으려는 사람은 임의계속탈퇴 신청서를 작성하여 공단에 제출하여야 하며, 해당 임의계속가입자는 임의계속탈퇴 신청서가 공단에 접수된 날의 다음 날로 그 자격이 상실됨",,15,전국,제한없음,제한없음,제한없음,,,제한없음
20240603005400100009,상담,여성새로일하기센터,"취업,직업교육훈련,사후관리","혼인,임신,출산,육아 등으로 경력이 단절된 여성 등에게 취업 상담, 직업교육훈련, 인턴십 및 취업 후 사후관리 등 종합적인 취업서비스 지원","일자리, 교육","취업,미래역량강화,온라인교육","*직업교육훈련: 직무능력강화 및 취업역량강화를 위한 훈련 실시
*직업상담: 경력개발상담 및 집단상담을 통한 취업자신감 고취
*취업 후 사후관리: 고용유지프로그램, 여성이 일하기 좋은 기업 환경 구축 지원
*취,창업 연계: 인턴지원, 취업알선 서비스, 창업유관기관 연계
*경력단절예방: 여성고용유지지원, 직장문화 개선지원, 경력단절협력망구축, 인식개선사업
*새일여성인턴: 직무 태도 및 직업 적응 능력 제고를 위한 직무소양 교육, 이력서 작성법, 모의 면접등 구직 스킬 향상을 위한 취업 준비 교육, 직무 수행을 위한 직업전문 교육으로 구성된 경력단절여성 맞춤형 국비 직업교육훈련을 제공
*경력이음: 경력 단절이 두드러지는 30대 전후(20~40대) 경력단절여성에 대해 초기상담부터 취업 후 사후관리에 이르기까지 개인별 특성에 따른 맞춤형 취업지원서비스를 제공",여성가족부 경력단절여성지원과,(재)한국여성경제진흥원,마감,,,,,"새일센터 홈페이지 및 방문, 유선문의(1544-1199)",,https://saeil.mogef.go.kr/hom/HOM_Main.do,,,https://saeil.mogef.go.kr/hom/info/info.do,,N,,,,,,-,-,30,전국,제한없음,제한없음,제한없음,,,여성
20240603005400200003,채용,청년인턴 지원,"인턴,3개월,373",기업과 청년간의 현장 인턴 체험을 통한 미취업 청년의 취업지원,일자리,"취업,재직자","- (인건비) : 인턴 1인당 3개월 / 월 2,060,740원 ※대전시 월 1,687,500원 지원, 기업 373,240원 이상 부담 
- (교통비) : 인턴 1인당 3개월 / 월 50,000원",(재)대전일자리경제진흥원,(재)대전일자리경제진흥원 일자리지원센터,마감,,,,2024.1월 ~ 예산 소진시 까지,신청기간 : 2024. 1월 ~ (예산소진시까지) 신청방법 : 대전일자리정보망 www.jobdaejeon.or.kr 직접 신청,-,https://www.jobdaejeon.or.kr/public/html/HtmlPage.do?pg=/gabin/busiGuide/youngMan.jsp&pageNo=12000100,-,-,https://daejeon.work.go.kr,,N,18,39,,,,-,-,223,대전광역시,제한없음,미취업자,제한없음,,,중소기업
20240603005400200001,상담,대전일자리 카페 꿈터,"취업상담,모의면접,진로","구직자 취업에 도움이 되는 진로, 취업상담, 취업 멘토링, 취업특강, 모의면접 등 취업지원 서비스 제공",일자리,"재직자,창업","진로 취업상담, 모의면접, 취업 특강",대전일자리지원센터,대전일자리지원센터,마감,,,,-,"(사전 예약) 안내사이트 : https://blog.naver.com/djbea_or_kr
(꿈터 공식블로그) / http://www.jobdaejeon.or.kr(대전일자리정보망)",-,https://blog.naver.com/PostList.naver?blogId=djbea_or_kr&from=postList&categoryNo=2&parentCategoryNo=2,-,-,http://www.jobdaejeon.or.kr,https://www.daejeonyouthportal.kr/content/CT_000000000045/cntPage.do?commonMenuNo=&dpmSectionFst=&dpmSectionScd=,N,19,39,,,,-,-,14,대전광역시,제한없음,제한없음,제한없음,,,제한없음
20240603005400200002,정보제공,2024년 전통시장 청년상인 지원사업 안내,"판로지원,청년상인,전통시장",-,일자리,"취업,재직자","창업지원, 성장지원, 판로지원",(재)청년상인육성재단,(재)청년상인육성재단,마감,,,,-,"지원별로 상이, 첨부된 파일 참고","지원별로 상이, 첨부된 파일 참고",,"지원별로 상이, 첨부된 파일 참고",-,,,N,18,39,,,,-,-,7,전북특별자치도,제한없음,(예비)창업자,제한없음,,,제한없음
20240603005400200009,대출,2024 전북특별자치도 예술인특례보증 지원사업,"도내,저금리,예술인","(재)전북특별자치도문화관광재단에서는 “도내 예술인 특례보증지원”을 통해 도내 예술인의 금융안전망 구축하고, 창착 활동의 활성화를 돕고자 저금리 대출 및 이자차액 보전을 지원",복지문화,"건강,예술인지원",이자금액 중 연 1.5% 이차보전 지원,전북특별자치도문화관광재단,전북특별자치도문화관광재단,마감,,,,-,이메일 jbart2024@hanmail.net 제출 또는 방문 접수,-,http://www.jbct.or.kr,2024 예술인특례보증지원사업 지원신청서,-,,,N,,,,,,-,도내 예술인,8,전북특별자치도,제한없음,제한없음,제한없음,,,제한없음
20240531005400100002,정보제공,표준모자보건수첩 제공,"검사,양육에,예방접종","표준모자보건수첩 보급으로 임신부터 영유아기까지 각종 검사 및 건강관리 안내, 예방접종, 검진(검사) 등 건강기록 유지, 양육에 대한 필수·객관적 정보 제공으로 모성과 영유아의 건강증진을 도모","주거, 참여권리","주택 및 거주지,권익보호",임산부 및 0~36개월 영유아의 부모를 대상으로 합니다.,출산정책과,출산정책과,마감,,,,20080101~99991231,"방문, 인터넷, 모바일앱",-,,-,-,,,N,,,,,,-,-,5,전국,제한없음,제한없음,제한없음,,,여성
20240531005400100001,상담,자립준비청년 상담센터,"자립,자립준비청년,상담센터","실제 자립을 경험한 선배 자립 준비청년 상담원이 직접 대상자와 소통하며, 상황에 맞는 맞춤형 자립지원 정보를 제공하는 서비스","복지문화, 참여권리","취약계층 및 금융지원,권익보호",□ 각종 자립 정보 문의 등 도움 필요 시 연락 가능한 자립준비청년 전용 콜센터 운영 및 전문상담사 배치,보건복지부,아동권리보장원,마감,,,,"□ '22년도 4분기 콜센터 운영 계획 수립
□ '23년도 1분기 콜센터 운영 업체 선정 및 운영 준비, 운영 개시, '23년도 2분기 콜센터 운영(계속)",□ ☎1855-2455 전화 문의 또는 '아동권리보장원 아동자립지원' 카카오톡 채널 문의,,https://jaripon.ncrc.or.kr/home/kor/contents.do,,"□ 공공·민간 기관 자립지원 사업에 대한 정보는 「자립지원 활동 가이드북」에서 확인하실 수 있으며, 분야별 자립정보는 「자립정보북」에서 확인하실 수 있습니다.",,,N,,,,,,"□ 이용방법: 평일 9시 ~ 18시 상담 가능
○ 전화상담: ☎1855-2455②온라인 상담: '아동권리보장원 아동자립지원' 카카오톡 채널 1:1 채팅 상담
※ 18시 이후부터는 익일 순차적으로 상담이 진행",,17,전국,제한없음,제한없음,제한없음,,,제한없음
20240529005400200001,프로그램,청년 꿈날개 지원사업,"30,정장,대여",취업을 준비하는 울주군 거주 청년구직자들의 구직비용 부담을 덜어주기 위해 면접에 필요한 정장을 무료로 대여,일자리,재직자,"□ 지원대상 : 울주군에 주민등록을 둔 18세 ~ 39세 청년구직자
□ 사업내용 : 면접용 정장 무료 대여
○ 대여품목 : (남) 셔츠, 상·하의 정장 / (여) 블라우스, 상·하의 정장
○ 대여기간 : 1회, 3박 4일
- 대여기간 연장 시 1일당 대여비의 20%씩 추가비용 본인 부담, 별도의 연장 없이 반납이 늦어질 경우 1일당 대여비의 30%씩 본인 부담
○ 지원횟수 : 연간 1인당 최대 3회
○ 대여방법 : 홈페이지 신청 후 본인 현장 방문 대여
□ 운영시간
○ 월요일 ~ 토요일(10:30 ~ 19:30)
○ 일요일 (10:30 ~ 18:30)
○ 정기휴무 : 매주 화요일
○ 점심시간 : 12:30 ~ 13:30",일자리지원과 청년지원팀,,마감,,,,-,"① 대여방법 정독
② 본인인증 및 신청
③ 업체방문
④ 의상반남",-,https://www.ulju.ulsan.kr/dreamwings/intro/info.jsp,"□ 신분증 : 주민등록증, 운전면허증(생년월일 및 주소확인 가능한 신분증)
□ 면접 증빙자료
- 면접일, 회사명, 연락처 등 확인자료(이메일, 문자 등)
- 전화로 면접을 통보받았을 경우 입사지원서, 서류접수 확인증 등 제출",-,https://www.ulju.ulsan.kr/ulju/main.do,,N,18,39,,,,-,-,5,울산 울주군,제한없음,제한없음,제한없음,,,제한없음
20240528005400100006,상담,달리는 국민신문고,"찾아가,이동신문고,고충을",국민권익위원회의 권익구제 서비스를 모르거나 활용이 어려운 소외지역 및 취약계층 등을 직접 찾아가 현장에서 고충을 청취하고 해소하는 찾아가는 현장 권익구제 서비스,참여권리,권익보호,"지원내용*	
1. 지역형 이동신문고
- 고충이나 애로가 있어도 국민권익위원회에 직접 방문하기 어렵거나 인터넷 민원신청이 익숙하지 않은 지역 주민들을 찾아가 현장에서 모든 공공행정분야에 대한 고충을 상담
- 대한법률구조공단, 한국사회복지협의회, 한국소비자원 등과 민관협업을 통해 생활 속 고충 문제도 한 장소에서 한꺼번에 상담
- 생활법률, 긴급 복지 지원, 소비자피해 등

2. 맞춤형 이동신문고
- 사회적 약자(예, 복지사각 계층, 외국인근로자, 북한이탈주민)등을 찾아가 특정 분야에 맞는 상담반을 구성하여 고충 상담",국민권익위원회,주관기관과 동일,마감,,,,,,,,,,https://www.acrc.go.kr/menu.es?mid=a10102030300,https://acrc.go.kr/menu.es?mid=a10102030200,N,,,,,,,,11,전국,제한없음,제한없음,제한없음,,,제한없음
20240528005400100005,시설제공,국민생각함,"서로,발전시켜,만들어가는","국민권익위원회에서 운영하는 온라인 “정책소통공간”으로, 일상에서 마주하는 여러가지 공공의제에 대해 서로 생각을 나누고 좋은 생각은 함께 발전시켜 정부정책으로 만들어가는 사업",참여권리,"청년참여,정책인프라구축",아이디어를 통해 카드뉴스 제작 및 정책제도에 기반마련,국민권익위원회,,마감,,,,,"1. PC, 모바일 등 인터넷 포털에서 ‘국민생각함’을 검색하거나 주소창에 www.epeople.go.kr/idea을 직접 입력해서 방문하세요.
- 또는 국민신문고를 통해 들어오실 수도 있습니다.(국민신문고-‘국민생각함’(구 정책참여) 메뉴)

2. 국민생각함 회원가입 후 생각을 남기거나 다른 생각에 찬성·반대 등 의견을 더해주세요
- 국민신문고 회원이라면 통합 아이디로 활동",,https://www.epeople.go.kr/idea/index.npaid,,"국민생각함 주요기능
1. PC, 모바일 최적화 : 시간과 장소의 제약 없이 언제 어디서나 참여
2. 다양한 참여 도구 제공 : 대화(토론), 투표, 설문, 공모(공공기관) 등 다양한 소통방식을 선택
3. 전 과정 이력관리 : 생각이 탄생하고, 발전하고, 정책으로 실현되는 전 과정을 한눈에 알 수 있게 보여드림
4. 빅데이터 활용 실시간 이슈 제공 : 국민신문고와 국민생각함에서 최근 이슈화된 사항을 키워드로 보여드림
5. 참여자 개인화서비스 실시 : 나의 이용현황을 분석해 내가 관심을 가질만한 생각을 참여하기 쉽게 추천
6. 참여과정별 알림서비스 확대 : 내가 참여한 생각이 어떻게 진행되고 있는지, 내가 원하는 방법으로 알려드림
* 문자, 이메일, 생각함 쪽지 등
7. 실현된 생각만 모아보기 : 변화를 체감하고 효능감을 느낄 수 있도록 참여를 통해 정책, 제도가 바뀐 사례를 따로 모아 보여드림
8. 기관별 전용 소통 공간 제공 : 기관은 정책고객과 밀착 소통할 수 있고, 국민은 관심기관 안건만 골라볼 수 있는 ‘국민생각함’ 기관방을 운영
9. ‘생각함 특별관’ 활성화 : 민-관-학 협업 프로젝트, 정책 이슈토론, 공공캠페인 등 주제별 활동에 초대
10. 내실 있는 참여*소통 지원 : 공공기관이 보유한 전문가 POOL을 국민생각함에 등록하여 참여의 질을 높임",https://www.epeople.go.kr/nep/thk/mibxIntr/selectLearn.npaid,,N,,,,,,"생활 속에서 느낀 불편함, 바꿔야 할 정책에 대한 이야기 작성",,7,전국,제한없음,제한없음,제한없음,,,제한없음
20240528005400200015,상담,청년마음건강지원사업,"10회기,1원칙,사전사후검사","청년의 심리정서 지원, 건강성 회복을 통한 삶의 질 향상과 심리적 문제 예방을통한 건강한 사회구성원으로서 역할 촉진",복지문화,"건강,예술인지원","□ 전문심리상담 등 맞춤형 서비스 제공(10회기)
1. 사전사후검사 각 1회
2. 전문심리상담서비스제공(1:1원칙, 50분) 주1회(총8회)
3. 종결상담 1회(마지막 상담 시 제공)",강원특별자치도 시군 복지업무 담당부서,,마감,,,,-,거주지 읍면동 행정복지센터 신청,-,,"신분증 지참 필수공통서류 (주민센터 비치)
① 공통서식 제1호 사회복지서비스 및 급여 제공(변경) 신청서
② 공통서식 제2호 사회복지서비스 이용권(바우처) 제공(변경) 신청서
③ 공통서식 제3호 바우처 카드(가상) 발급(재발급) 및 개인정보 제공 및 활용 동의서기타 증빙서류 (별도 제출)",-,https://gwssa.or.kr:447/document/gw_detail?sv_id=24,https://gwssa.or.kr:447/document/city_status4,N,19,34,,,,"□ 우선순위
1순위 자립준비청년(만18세이상 만기 퇴소 또는 연장보호 종료된 자) 및 보호연장아동(아동복지법 제16조의3에 따라 보호기간이 연장된 자)
2순위 정신건강복지센터 연계자
3순위 일반청년
※ 강원 행복한 도민심리지원서비스 이용자의 경우 동시 이용 불가",-,6,강원특별자치도,제한없음,제한없음,제한없음,,,제한없음
20240528005400100003,보증,행복주택,"등을,보증금과,곳에","대학생, 청년, , 신혼부부 등을 위해 학교·직장이 가까운 곳이나 대중교통이 편리한 곳에 국가 재정과 주택도시기금을 지원받아 건설, 공급하는 임대주택 사업",주거,주택 및 거주지,"- 청년들의 주거복지 실현을 위해 청년공공임대주택(청년행복주택, 청년전세임대주택) 사업과 청년 공공지원 민간주택임대(청년매입임대_다가구) 사업 실시
- 시세 대비 저렴한 임대료 및 보증금과 안정적인 거주 기간 등을 보장",국토교통부,한국토지주택공사,마감,,,,,"- (현장접수) 입주희망자는 사업주체가 지정한 장소에서 신청서 작성 및 관련 서류 제출 
- (인터넷 접수) 사업주체의 홈페이지 등을 통해 청약신청 
* 한국토지주택공사 LH청약플러스(apply.lh.or.kr) → 로그인 → 청약신청","사업주체의 홈페이지, ARS를 통해 당첨자 명단 발표 모집호수의 일정비율을 예비입주자로 선정
* LH ARS 서비스 : 1661-7700",https://apply.lh.or.kr/,"*입주자 모집공고 확인
주거 관련 지원대상 요건은 다양한 공급유형과 순위 등에 따라 서로 다른 요건들을 요구함
반드시, 공고 확인 방법에 따라 과거 공고문 참고 및 해당 공고문의 요건 재확인 필요",,https://www.myhome.go.kr/hws/portal/cont/selectYouthPolicyHappyView.do#guide=RH108,https://blog.naver.com/lhhousingwelfare,N,19,39,,,,"행복주택 자가진단의 경우
마이홈>공공주택(통합)>행복주택 자가진단 가능
https://www.myhome.go.kr/hws/portal/dgn/moveSelfDiagnosisHappyView.do

공고확인방법
- LH청약센터 -> 임대주택 -> '행복주택' 클릭",*입주자 모집공고 확인,375,전국,제한없음,제한없음,제한없음,,,제한없음
20240528005400200001,프로그램,청년 이사차량 지원,"이사,이사차량지원,이용가능",성동구내 이사 혹은 서울시 자치구에서 성동구로 이사하는 청년에게 이사차량지원,일자리,"취업,재직자","□ 신청기간 : 이사 희망 일정 1주일 전까지 신청
※ 신청 확인은 매주 목요일 확인 되어지며, 빠른 확인이 필요한 경우 문의처로 연락

□ 이사차량지원 범위
○ 12인승 스타렉스 지원 및 차량운전(우체국박스 5,6호 기준 20개 미만의 짐) 큰 가구X  EX)매트리스, 책상 불가능
※ 성동구청년지원센터 직원이 이사 출발, 도착 지점으로 차량을 운전해 주는 것을 지원해 드립니다.

□ 이용 가능 일정
○ 이용가능 요일 : 월요일 ~ 토요일(마지막주 토요일 제외)
※ 일요일 포함 공휴일 운영하지 않음
○ 이용가능 시간 : 오전 10시~12시 / 오후 2시~5시",성동구청년지원센터,,마감,,,,-,"□ 신청 방법 : https://forms.gle/PiZFEr886tpGvs6K8
(구글폼에 신청서를 작성해주시면 담당자가 확인 후 연락드립니다.)",-,https://forms.gle/PiZFEr886tpGvs6K8,-,"□ 문의 전화
- 성동구청년지원센터 02-2281-4772 / 010-2006-4772

□ 문의 가능 시간
- 월~토(마지막주 토요일 제외) / 오전 10시~17시",,,N,19,39,,,,-,-,11,서울 성동구,제한없음,제한없음,제한없음,,,제한없음
20240528005400200010,현금지급,청년 월세 한시 특별 지원사업,"월세,12개월간,특별",청년 고용 불안정 심화에 따라 가중된 청년 층의 주거 비 부담 경감을 위한 월세 지원,주거,"주택 및 거주지,전월세 및 주거급여 지원",□ 월 최대 20만원씩 12개월간 지급,사하구청 일자리복지과,사하구청 일자리복지과,마감,,,,-,-,-,https://www.bokjiro.go.kr/ssis-tbu/index.do,-,□ 온라인 홈페이지 복지로 신청,,,N,,,,,,-,□ 19-34세 부모님과 별도로 거주하는 무주택 청년이 아닌 자,10,부산 사하구,제한없음,제한없음,제한없음,,,제한없음
20240528005400200008,현금지급,사하구 청년도전지원사업,"사하구,참여와,참여자를","구직단념청년 등의 참여자를 발굴하여 자신감 회복, 구직의욕 고취를 위한 맞춤형 프로그램을 제공함으로써 청년들의 노동시장 참여와 취업을 촉진",일자리,"취업,재직자","□ 사업내용 
○ 밀착상담, 자신감회복, 진로탐색, 취업역량강화 등 청년 맞춤형 프로그램 제공 
○ 프로그램 이수 시 수당 및 인센티브 지급",사하구,문화콘텐츠개발원,마감,,,,-,-,-,https://www.work.go.kr/youngChallenge/index.do,-,-,https://www.work.go.kr/youngChallenge/index.do,,N,18,34,,,,-,참여요건 참조,6,부산 사하구,제한없음,미취업자,제한없음,,,제한없음
20240528005400200007,기타,청년 면접 쵤영비 지원사업,"면접,미취업,3만원",미취업 청년 취업 준비 비용 부담 완화 및 직업 역량 개발,일자리,"취업,재직자","□ (주요내용)미취업 청년 면접 사진 촬영 관련 지원(연 1회, 1인 3만원 한도내)",사하구청 일자리복지과,사하구청 일자리복지과,마감,,,,-,-,-,https://www.saha.go.kr/startup/main.do,"□ 건강보험자격득실확인서, 주민등록등본, 사실증명서(사업자 등록 사실 확인), 면접 사진 결제 영수증, 촬영 사진",□ 사하구 청년창업지원센터 홈페이지 확인,https://www.saha.go.kr/startup/main.do,,N,18,39,,,,-,□ 취업자 및 사업자 등록 사실이 있는 청년,11,부산 사하구,제한없음,미취업자,제한없음,,,제한없음
20240528005400200006,기타,자격증 응시료 지원,"응시료,비용부담,직업역량",미취업 청년 취업준비 비용부담 완화 및 직업역량 개발,일자리,"취업,재직자",□ (주요내용)1인당 연 1회 응시료 8만원 한도 지원,사하구청 일자리복지과,사하구청 일자리복지과,마감,,,,-,-,-,https://www.saha.go.kr/startup/main.do,"□ 건강보험자격득실확인서, 사실증명서(사업자 등록 여부 확인), 응시료 결제 영수증, 응시 확인서 또는 성적표, 주민등록등본",□ 사하구 청년창업지원센터 홈페이지 확인,,,N,18,39,,,,-,□ 취업 사실이 있는 자 또는 사업자 등록된 청년,7,부산 사하구,제한없음,미취업자,제한없음,,,제한없음
20240528005400200020,상담,청년 공간 운영,"메이커,인큐베이팅,취창업","청년 취창업 역량강화, 청년문화활동 증진 및 소통, 네트워킹 교류 활성화","일자리, 참여권리","취업,청년참여,정책인프라구축","□ (지원내용)창업공간지원, 창업교육 및 상담, 인큐베이팅, 멘토링, 청년취업역량강화 교육, 메이커 프로그램 운영 등",사하구 일자리복지과,,마감,,,,-,-,-,https://www.saha.go.kr/startup/main.do,공고 확인,-,https://www.saha.go.kr/startup/main.do,,N,19,39,,,,"□ (주요기능)창업보육+청년활동지원
□ (조성시설)입주공간, 시제품제작실, 세미나실, 스터디룸, 공유카페, 영상작업실 등",□ 해당없음,10,부산 사하구,제한없음,제한없음,제한없음,,,제한없음
20240528005400200019,시설제공,해운대구 청년 온라인플랫폼 「해청이랑」 운영,"청년과의,해운대구,교류를","청년 관련 정책, 분야별 각종 정보 안내를 위한 통합 채널 및 청년과의 실시간 교류를 위한 상호소통 커뮤니티 공간","일자리, 참여권리","취업,청년참여,정책인프라구축","□ 일자리, 주거, 생활·문화 등 청년에 관한 지원정책 종합안내, 기업지도 구축, 청년과의 소통창구 마련",해운대구 일자리경제과,해운대구 일자리경제과,마감,,,,-,-,-,https://www.haeundae.go.kr/youth/,-,-,https://www.haeundae.go.kr/youth/,,N,,,,,,-,-,6,부산 해운대구,제한없음,제한없음,제한없음,,,제한없음
20240528005400200005,상담,해운대 창조비즈니스센터 운영,"창업공간,창업,성공지원","예비 및 초기창업기업 대상, 창업공간, 전문컨설팅, 창업교육 프로그램 운영을 통한 창업 초기단계의 역량 강화 및 창업 성공지원",일자리,"재직자,창업","□ 창업공간, 전문 컨설팅, 창업아이템 고도화, 사업홍보",해운대구 일자리경제과,㈜위프로스,마감,,,,-,□ 온라인 및 방문신청,"□ 자기개발계획서 내용, 언어능력, 열정, 도전정신 등 발전가능성 고려 // 서류심사(1차), 면접심사(2차)",,"□ 신청서류(모두 제출) 
1. 입주신청서(붙임1) 1부 
2. 사업자등록증(기창업자) 또는 주민등록등본(예비창업자) 1부 
3. 건강보험 자격득실확인서 1부 
4. 특허, 인증, 자격, 수료, 수상자료 등 사본 각 1부(해당자)",□ 문의: 051-749- 6281,https://www.haeundaebizcenter.or.kr/,,N,,,,,,-,"□ 현재 휴업중인 기업
□ 예비창업자 중 입주 3개월 이내 미창업 및 지원제외 업종 창업 시
□ 고용노동부가 공개하는 체불사업주 명단에 포함된 자(기업)
□ 타 유관기관 공간지원 사업 및 타 1인창조센터 입주 또는 졸업기업
□ 금융기관 등으로부터 채무불이행 또는 국세·지방세 체납 중인 자(기업)
□ 지방자치단체나 공공기관으로부터 제재를 받아 참가자격을 공고일 기준 제한 중인 자(기업)
□ 기타 지원제외 및 선정취소 사유가 있다고 판단될 경우 등",19,부산 해운대구,제한없음,(예비)창업자,제한없음,,,제한없음
